iso3,country,pillar,module,indicator_id,indicator_name,indicator_type,variable_name,question,hierarchy_level,data_type,response,response_value,normalized_response_value,weight,score,parent,row_order,question_order,wip,wib,wim,regional_hub,un_region,barometer_region
CHN,China,Governance,POLITICAL INTEGRITY,G.PI.PUBCON,Governance (PI): Public consultation data,Primary,G.PI.PUBCON.e.e1.COMMENTS,1;Please indicate which section of the framework refers to this issue and explain your 'Partially' response.,4,supporting,the framework only requires timely disclosing results but has no requirements on how such information should be disclosed especially no requirements on publishing full set of public comments,,,,,G.PI.PUBCON.e.e1,2.0,51387,0.065,0.0195,0.075,Open Data China,Eastern Asia,South and East Asia
CHN,China,Governance,POLITICAL INTEGRITY,G.PI.PUBCON,Governance (PI): Public consultation data,Primary,G.PI.PUBCON.e.e1.RESPONSE,The framework requires reasoned responses to be published alongside comments.,4,response,No,0,0.0,83.0,0.0,G.PI.PUBCON.e.e1,0.0,51388,0.065,0.0195,0.075,Open Data China,Eastern Asia,South and East Asia
CHN,China,Governance,POLITICAL INTEGRITY,G.PI.PUBCON,Governance (PI): Public consultation data,Primary,G.PI.PUBCON.e.e1.FINAL,The framework requires the publication of final regulations and justification.,4,response,Partially,1,0.5,83.0,41.5,G.PI.PUBCON.e.e1,0.0,51389,0.065,0.0195,0.075,Open Data China,Eastern Asia,South and East Asia
CHN,China,Governance,POLITICAL INTEGRITY,G.PI.PUBCON,Governance (PI): Public consultation data,Primary,G.PI.PUBCON.e.e1.FINAL,1;Please indicate which section of the framework refers to this issue and explain your 'Partially' response.,4,supporting,the newly developed regulation on public consultations at locals do require that a summary report on public consultation (including comments and responses) should be submitted to law-making entity along with the final version of the law or regulation. But whether the information should be fully publicly disclosed is not specified in the framework.,,,,,G.PI.PUBCON.e.e1,2.0,51389,0.065,0.0195,0.075,Open Data China,Eastern Asia,South and East Asia
CHN,China,Governance,POLITICAL INTEGRITY,G.PI.PUBCON,Governance (PI): Public consultation data,Primary,G.PI.PUBCON.e.e1.CHALLENGE,"The framework requires the publication of challenges to laws and regulations that have undergone public consultation processes, as well as their results.",4,response,No,0,0.0,83.0,0.0,G.PI.PUBCON.e.e1,0.0,51390,0.065,0.0195,0.075,Open Data China,Eastern Asia,South and East Asia
CHN,China,Governance,POLITICAL INTEGRITY,G.PI.PUBCON,Governance (PI): Public consultation data,Primary,G.PI.PUBCON.e.e2,Provisions for data quality:,3,response,,,,20.0,0.0,G.PI.PUBCON.e,0.0,51391,0.065,0.0195,0.075,Open Data China,Eastern Asia,South and East Asia
CHN,China,Governance,POLITICAL INTEGRITY,G.PI.PUBCON,Governance (PI): Public consultation data,Primary,G.PI.PUBCON.e.e2.AGENCY,The rules/guidance empower an agency or official to ensure the accurate and timely collection and publication of required data.,4,response,No,0,0.0,10.0,0.0,G.PI.PUBCON.e.e2,0.0,51392,0.065,0.0195,0.075,Open Data China,Eastern Asia,South and East Asia
CHN,China,Governance,POLITICAL INTEGRITY,G.PI.PUBCON,Governance (PI): Public consultation data,Primary,G.PI.PUBCON.e.e2.VERIFICATION,The framework requires a verification process.,4,response,No,0,0.0,10.0,0.0,G.PI.PUBCON.e.e2,0.0,51393,0.065,0.0195,0.075,Open Data China,Eastern Asia,South and East Asia
CHN,China,Governance,POLITICAL INTEGRITY,G.PI.PUBCON,Governance (PI): Public consultation data,Primary,G.PI.PUBCON.e.e3,"Provisions for openness, timing, and structure:",3,response,,,,30.0,0.0,G.PI.PUBCON.e,0.0,51394,0.065,0.0195,0.075,Open Data China,Eastern Asia,South and East Asia
CHN,China,Governance,POLITICAL INTEGRITY,G.PI.PUBCON,Governance (PI): Public consultation data,Primary,G.PI.PUBCON.e.e3.TIMELY,The rules/guidance require that data is regularly updated.,4,response,No,0,0.0,15.0,0.0,G.PI.PUBCON.e.e3,0.0,51395,0.065,0.0195,0.075,Open Data China,Eastern Asia,South and East Asia
CHN,China,Governance,POLITICAL INTEGRITY,G.PI.PUBCON,Governance (PI): Public consultation data,Primary,G.PI.PUBCON.e.e3.STRUCTURED,The rules/guidance support the collection of structured data.,4,response,No,0,0.0,15.0,0.0,G.PI.PUBCON.e.e3,0.0,51396,0.065,0.0195,0.075,Open Data China,Eastern Asia,South and East Asia
CHN,China,Governance,POLITICAL INTEGRITY,G.PI.PUBCON,Governance (PI): Public consultation data,Primary,G.PI.PUBCON.c,Extent,2,response,,,,1.0,1.0,G.PI.PUBCON,0.0,51397,0.065,0.0195,0.075,Open Data China,Eastern Asia,South and East Asia
CHN,China,Governance,POLITICAL INTEGRITY,G.PI.PUBCON,Governance (PI): Public consultation data,Primary,G.PI.PUBCON.c.EXTENT,"How comprehensive, in terms of jurisdiction, is the coverage of the laws, regulations, policies, or guidance assessed for this question?",4,response,They provide national coverage.,2,1.0,,,G.PI.PUBCON.c,0.0,51398,0.065,0.0195,0.075,Open Data China,Eastern Asia,South and East Asia
CHN,China,Governance,POLITICAL INTEGRITY,G.PI.PUBCON,Governance (PI): Public consultation data,Primary,G.PI.PUBCON.c.EXTENT,"1,2;Please explain your answer and provide supporting urls if necessary.",4,supporting,The framework examined is a national framework that covering whole country,,,,,G.PI.PUBCON.c,2.1,51398,0.065,0.0195,0.075,Open Data China,Eastern Asia,South and East Asia
CHN,China,Availability,POLITICAL INTEGRITY,A.PI.PUBCON,Availability (PI): Public consultation data,Primary,A.PI.PUBCON,To what extent is public consultation information available as open data?,1,response,,,,,39.5,A.PI.PUBCON,0.0,51399,0.057,0.02394,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Availability,POLITICAL INTEGRITY,A.PI.PUBCON,Availability (PI): Public consultation data,Primary,A.PI.PUBCON,To what extent is public consultation information available as open data?,1,justification,"There is no centralized dataset repo or single dataset for one local government or department. As currently the public consultation data or information is disclosed in a fashion of webpage for each law case it is only possible to provide several examples here:

(1) example from Anqing city providing an overall statistics, the percentage of suggestions that are taken and summary of suggestions, http://aqxxgk.anqing.gov.cn/show.php?id=587010
(2) example from Ministry of Transportation where only statistics are provided, https://www.mot.gov.cn/yijianzhengji/zhengjijieguo/202108/t20210802_3613896.html
(3) example from Dongguan city listing every single suggestion, http://dgepb.dg.gov.cn/zwgk/tzgg/content/post_3332647.html",,,,,A.PI.PUBCON,1.0,51399,0.057,0.02394,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Availability,POLITICAL INTEGRITY,A.PI.PUBCON,Availability (PI): Public consultation data,Primary,A.PI.PUBCON,1,1,example,[example from Anqing city](http://aqxxgk.anqing.gov.cn/show.php?id=587010),,,,,A.PI.PUBCON,3.0,51399,0.057,0.02394,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Availability,POLITICAL INTEGRITY,A.PI.PUBCON,Availability (PI): Public consultation data,Primary,A.PI.PUBCON,2,1,example,[example from Ministry of Transportation](https://www.mot.gov.cn/yijianzhengji/zhengjijieguo/202108/t20210802_3613896.html),,,,,A.PI.PUBCON,3.1,51399,0.057,0.02394,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Availability,POLITICAL INTEGRITY,A.PI.PUBCON,Availability (PI): Public consultation data,Primary,A.PI.PUBCON,3,1,example,[example from dongguan city](http://dgepb.dg.gov.cn/zwgk/tzgg/content/post_3332647.html),,,,,A.PI.PUBCON,3.2,51399,0.057,0.02394,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Availability,POLITICAL INTEGRITY,A.PI.PUBCON,Availability (PI): Public consultation data,Primary,A.PI.PUBCON.a,Existence,2,response,,,,1.0,1.0,A.PI.PUBCON,0.0,51400,0.057,0.02394,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Availability,POLITICAL INTEGRITY,A.PI.PUBCON,Availability (PI): Public consultation data,Primary,A.PI.PUBCON.a.ONLINE,Is this data available online in any form?,4,response,"Data is available from government, or because of government actions.",2,1.0,,,A.PI.PUBCON.a,0.0,51401,0.057,0.02394,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Availability,POLITICAL INTEGRITY,A.PI.PUBCON,Availability (PI): Public consultation data,Primary,A.PI.PUBCON.a.ONLINE,"1,2;Please provide a URL(s) for where this data can be found.",4,supporting,"There is no centralized dataset repo or single dataset for one local government or department. As currently the public consultation data or information is disclosed in a fashion of webpage for each law case it is only possible to provide several examples here:

(1) example from Anqing city providing an overall statistics, the percentage of suggestions that are taken and summary of suggestions, http://aqxxgk.anqing.gov.cn/show.php?id=587010
(2) example from Ministry of Transportation where only statistics are provided, https://www.mot.gov.cn/yijianzhengji/zhengjijieguo/202108/t20210802_3613896.html
(3) example from Dongguan city listing every single suggestions, http://dgepb.dg.gov.cn/zwgk/tzgg/content/post_3332647.html",,,,,A.PI.PUBCON.a,2.2,51401,0.057,0.02394,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Availability,POLITICAL INTEGRITY,A.PI.PUBCON,Availability (PI): Public consultation data,Primary,A.PI.PUBCON.e,Elements,2,response,,,,100.0,39.49999999999999,A.PI.PUBCON,0.0,51402,0.057,0.02394,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Availability,POLITICAL INTEGRITY,A.PI.PUBCON,Availability (PI): Public consultation data,Primary,A.PI.PUBCON.e.e1,Data fields and quality:,3,response,,,,35.0,7.000000000000001,A.PI.PUBCON.e,0.0,51403,0.057,0.02394,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Availability,POLITICAL INTEGRITY,A.PI.PUBCON,Availability (PI): Public consultation data,Primary,A.PI.PUBCON.e.e1.PROPOSED,The data includes proposed regulations.,4,response,No,0,0.0,7.000000000000001,0.0,A.PI.PUBCON.e.e1,0.0,51404,0.057,0.02394,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Availability,POLITICAL INTEGRITY,A.PI.PUBCON,Availability (PI): Public consultation data,Primary,A.PI.PUBCON.e.e1.COMMENTS,The data includes a full set of public comments generated through public consultation processes.,4,response,Partially,1,0.5,7.000000000000001,3.5000000000000004,A.PI.PUBCON.e.e1,0.0,51405,0.057,0.02394,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Availability,POLITICAL INTEGRITY,A.PI.PUBCON,Availability (PI): Public consultation data,Primary,A.PI.PUBCON.e.e1.COMMENTS,"1,2;Are comments available for downloading in bulk, via an API or other means?",4,supporting,no,,,,,A.PI.PUBCON.e.e1,2.0,51405,0.057,0.02394,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Availability,POLITICAL INTEGRITY,A.PI.PUBCON,Availability (PI): Public consultation data,Primary,A.PI.PUBCON.e.e1.COMMENTS,"1,2;If public consultation data can be found in multiple datasets, please provide the URL where public comments data is located.",4,supporting,"There is no centralized dataset repo or single dataset for one local government or department. As currently the public consultation data or information is disclosed in a fashion of webpage for each law case it is only possible to provide several examples here:

(1) example from Anqing city providing an overall statistics, the percentage of suggestions that are taken and summary of suggestions, http://aqxxgk.anqing.gov.cn/show.php?id=587010
(2) example from Ministry of Transportation where only statistics are provided, https://www.mot.gov.cn/yijianzhengji/zhengjijieguo/202108/t20210802_3613896.html
(3) example from Dongguan city listing every single suggestions, http://dgepb.dg.gov.cn/zwgk/tzgg/content/post_3332647.html",,,,,A.PI.PUBCON.e.e1,2.1,51405,0.057,0.02394,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Availability,POLITICAL INTEGRITY,A.PI.PUBCON,Availability (PI): Public consultation data,Primary,A.PI.PUBCON.e.e1.COMMENTS,1;Please briefly explain your 'Partially' answer.,4,supporting,it seems that if there are only several comments then the government body may publish the full set other wise a summary might be published.,,,,,A.PI.PUBCON.e.e1,2.2,51405,0.057,0.02394,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Availability,POLITICAL INTEGRITY,A.PI.PUBCON,Availability (PI): Public consultation data,Primary,A.PI.PUBCON.e.e1.SUPORTING,"The data includes supporting information, such as notices of intent and reasoned responses.",4,response,Partially,1,0.5,7.000000000000001,3.5000000000000004,A.PI.PUBCON.e.e1,0.0,51406,0.057,0.02394,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Availability,POLITICAL INTEGRITY,A.PI.PUBCON,Availability (PI): Public consultation data,Primary,A.PI.PUBCON.e.e1.SUPORTING,"1,2;If public consultation data can be found in multiple datasets, please provide the URL where supporting information is located.",4,supporting,"There is no centralized dataset repo or single dataset for one local government or department. As currently the public consultation data or information is disclosed in a fashion of webpage for each law case it is only possible to provide several examples here:

(1) example from Anqing city providing an overall statistics, the percentage of suggestions that are taken and summary of suggestions, http://aqxxgk.anqing.gov.cn/show.php?id=587010
(2) example from Ministry of Transportation where only statistics are provided, https://www.mot.gov.cn/yijianzhengji/zhengjijieguo/202108/t20210802_3613896.html
(3) example from Dongguan city listing every single suggestions, http://dgepb.dg.gov.cn/zwgk/tzgg/content/post_3332647.html",,,,,A.PI.PUBCON.e.e1,2.0,51406,0.057,0.02394,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Availability,POLITICAL INTEGRITY,A.PI.PUBCON,Availability (PI): Public consultation data,Primary,A.PI.PUBCON.e.e1.SUPORTING,1;Please briefly explain your 'Partially' answer.,4,supporting,it depends on the practice as some cities or government bodies may publish detailed responses some may not.,,,,,A.PI.PUBCON.e.e1,2.1,51406,0.057,0.02394,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Availability,POLITICAL INTEGRITY,A.PI.PUBCON,Availability (PI): Public consultation data,Primary,A.PI.PUBCON.e.e1.FINAL,The data includes final regulations and justifications.,4,response,No,0,0.0,7.000000000000001,0.0,A.PI.PUBCON.e.e1,0.0,51407,0.057,0.02394,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Availability,POLITICAL INTEGRITY,A.PI.PUBCON,Availability (PI): Public consultation data,Primary,A.PI.PUBCON.e.e1.CHALLENGE,"The data includes details of challenges to regulations that have passed through public consultation processes, as well as the results of these challenges.",4,response,No,0,0.0,7.000000000000001,0.0,A.PI.PUBCON.e.e1,0.0,51408,0.057,0.02394,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Availability,POLITICAL INTEGRITY,A.PI.PUBCON,Availability (PI): Public consultation data,Primary,A.PI.PUBCON.e.e3,"Data openness, timing, and structure:",3,response,,,,65.0,32.49999999999999,A.PI.PUBCON.e,0.0,51409,0.057,0.02394,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Availability,POLITICAL INTEGRITY,A.PI.PUBCON,Availability (PI): Public consultation data,Primary,A.PI.PUBCON.e.e3.FREE,Dataset is available free of charge.,4,response,Yes,2,1.0,11.379999999999999,11.379999999999999,A.PI.PUBCON.e.e3,0.0,51410,0.057,0.02394,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Availability,POLITICAL INTEGRITY,A.PI.PUBCON,Availability (PI): Public consultation data,Primary,A.PI.PUBCON.e.e3.LICENSE,Data is openly licensed.,4,response,Partially,1,0.5,11.379999999999999,5.6899999999999995,A.PI.PUBCON.e.e3,0.0,51411,0.057,0.02394,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Availability,POLITICAL INTEGRITY,A.PI.PUBCON,Availability (PI): Public consultation data,Primary,A.PI.PUBCON.e.e3.LICENSE,"1,2;If the data is provided with an explicit open license, please provide the name of the license, or a link to it here.",4,supporting,it is released generally under FOI so it is usually free to be used and distributed but just without explicit open license,,,,,A.PI.PUBCON.e.e3,2.1,51411,0.057,0.02394,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Availability,POLITICAL INTEGRITY,A.PI.PUBCON,Availability (PI): Public consultation data,Primary,A.PI.PUBCON.e.e3.LANG,"Data is available in all the country’s official or national languages. If the country has no official or national languages, data is available in the major languages of the country.",4,response,Yes,2,1.0,0.0,0.0,A.PI.PUBCON.e.e3,0.0,51412,0.057,0.02394,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Availability,POLITICAL INTEGRITY,A.PI.PUBCON,Availability (PI): Public consultation data,Primary,A.PI.PUBCON.e.e3.LANG,"1,2;Please briefly describe the language coverage available.",4,supporting,Chinese,,,,,A.PI.PUBCON.e.e3,2.0,51412,0.057,0.02394,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Availability,POLITICAL INTEGRITY,A.PI.PUBCON,Availability (PI): Public consultation data,Primary,A.PI.PUBCON.e.e3.TOOLS,There are accessible and open official tools available to help users explore data.,4,response,No,0,0.0,4.05,0.0,A.PI.PUBCON.e.e3,0.0,51413,0.057,0.02394,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Availability,POLITICAL INTEGRITY,A.PI.PUBCON,Availability (PI): Public consultation data,Primary,A.PI.PUBCON.e.e3.TIMELY,Data is timely and updated.,4,response,Yes,2,1.0,11.379999999999999,11.379999999999999,A.PI.PUBCON.e.e3,0.0,51414,0.057,0.02394,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Availability,POLITICAL INTEGRITY,A.PI.PUBCON,Availability (PI): Public consultation data,Primary,A.PI.PUBCON.e.e3.TIMELY,"1,2;When was the most recent update to this dataset?",4,supporting,up to today,,,,,A.PI.PUBCON.e.e3,2.0,51414,0.057,0.02394,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Availability,POLITICAL INTEGRITY,A.PI.PUBCON,Availability (PI): Public consultation data,Primary,A.PI.PUBCON.e.e3.HISTORICAL,Historical data is available that allows users to track change over time.,4,response,Yes,2,1.0,4.05,4.05,A.PI.PUBCON.e.e3,0.0,51415,0.057,0.02394,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Availability,POLITICAL INTEGRITY,A.PI.PUBCON,Availability (PI): Public consultation data,Primary,A.PI.PUBCON.e.e3.HISTORICAL,"1,2;For what time period(s) (e.g., start and end dates) is data available? ",4,supporting,varies from cities/departments to cities/departments,,,,,A.PI.PUBCON.e.e3,2.1,51415,0.057,0.02394,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Availability,POLITICAL INTEGRITY,A.PI.PUBCON,Availability (PI): Public consultation data,Primary,A.PI.PUBCON.e.e3.MACHINE_READABLE,Data is provided in machine-readable format(s),4,response,No,0,0.0,11.379999999999999,0.0,A.PI.PUBCON.e.e3,0.0,51416,0.057,0.02394,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Availability,POLITICAL INTEGRITY,A.PI.PUBCON,Availability (PI): Public consultation data,Primary,A.PI.PUBCON.e.e3.BULK,The machine-readable dataset is available as a whole,4,response,No,0,0.0,11.379999999999999,0.0,A.PI.PUBCON.e.e3,0.0,51417,0.057,0.02394,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Availability,POLITICAL INTEGRITY,A.PI.PUBCON,Availability (PI): Public consultation data,Primary,A.PI.PUBCON.e.eb,Negative scoring:,3,response,,,,-20.0,0.0,A.PI.PUBCON.e,0.0,51418,0.057,0.02394,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Availability,POLITICAL INTEGRITY,A.PI.PUBCON,Availability (PI): Public consultation data,Primary,A.PI.PUBCON.e.eb.MISSINGDATA,This information is missing required data.,4,response,There is no evidence of data gaps.,0,0.0,-10.0,-0.0,A.PI.PUBCON.e.eb,0.0,51419,0.057,0.02394,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Availability,POLITICAL INTEGRITY,A.PI.PUBCON,Availability (PI): Public consultation data,Primary,A.PI.PUBCON.e.eb.COVIDAFFECTED,The availability of this data has been affected by government response to COVID-19.,4,response,No,0,0.0,-10.0,-0.0,A.PI.PUBCON.e.eb,0.0,51420,0.057,0.02394,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Availability,POLITICAL INTEGRITY,A.PI.PUBCON,Availability (PI): Public consultation data,Primary,A.PI.PUBCON.c,Extent,2,response,,,,1.0,1.0,A.PI.PUBCON,0.0,51421,0.057,0.02394,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Availability,POLITICAL INTEGRITY,A.PI.PUBCON,Availability (PI): Public consultation data,Primary,A.PI.PUBCON.c.EXTENT,How comprehensive is the data assessed for this question?,4,response,The data assessed provides national coverage.,2,1.0,,,A.PI.PUBCON.c,0.0,51422,0.057,0.02394,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Governance,POLITICAL INTEGRITY,G.PI.RTI,Governance (PI): RTI performance,Primary,G.PI.RTI,"To what extent do relevant laws, regulations, policies, and guidance provide a basis for collecting and publishing data on the performance of right to information (RTI) / freedom of information (FOI) processes?",1,response,,,,,64.125,G.PI.RTI,0.0,51423,0.065,0.0195,0.075,Open Data China,Eastern Asia,South and East Asia
CHN,China,Governance,POLITICAL INTEGRITY,G.PI.RTI,Governance (PI): RTI performance,Primary,G.PI.RTI,"To what extent do relevant laws, regulations, policies, and guidance provide a basis for collecting and publishing data on the performance of right to information (RTI) / freedom of information (FOI) processes?",1,justification,"According to the Chinese Freedom of Information Act (1) , an annual report on the FOI performance should be published before the end of January of the next year. The report should cover how well the agency or public-funded institution proactively disclose information, how well it responded to request and include other key performance issues.

In 2019, after the update of Freedom of Information Act, the State Council issued a new standard for publishing annual performance report (2) which details how information regarding with responding to requests should be reported and broken down into the type of requesters and the type of reasons to not releasing information or reasons to not be able to respond or reasons to not process request. The report should also cover the num of appealing cases and final result of appealing. 

The Notice on Publication of Annual Freedom of Information Work Report requires that each agency, department or other type of government entities should be responsible for timely and high-quality data reporting and ensure data are verifiable. 

The 2020 annual report published by all public entities is the latest but also the first version of annual report following the suggested guidance. Cities and provinces publish a index webpage listing all relevant report published by entities governed at the local level for instance Shanghai government's annual report index page is https://www.shanghai.gov.cn/nw48544/index.html

(1)《中华人民共和国政府信息公开条例》, Freedom of Information Act, http://www.gov.cn/zhengce/content/2019-04/15/content_5382991.htm
(2)  国务院办公厅政府信息与政务公开办公室关于政府信息公开工作年度报告有关事项的通知, Notice on Publication of Annual Freedom of Information Work Report , http://www.gov.cn/zhengce/content/2019-11/26/content_5455818.htm",,,,,G.PI.RTI,1.0,51423,0.065,0.0195,0.075,Open Data China,Eastern Asia,South and East Asia
CHN,China,Governance,POLITICAL INTEGRITY,G.PI.RTI,Governance (PI): RTI performance,Primary,G.PI.RTI,1,1,example,[Freedom of Information Act](http://www.gov.cn/zhengce/content/2019-04/15/content_5382991.htm),,,,,G.PI.RTI,3.0,51423,0.065,0.0195,0.075,Open Data China,Eastern Asia,South and East Asia
CHN,China,Governance,POLITICAL INTEGRITY,G.PI.RTI,Governance (PI): RTI performance,Primary,G.PI.RTI,2,1,example,[Notice on Publication of Annual Freedom of Information Work Report](http://www.gov.cn/zhengce/content/2019-11/26/content_5455818.htm),,,,,G.PI.RTI,3.1,51423,0.065,0.0195,0.075,Open Data China,Eastern Asia,South and East Asia
CHN,China,Governance,POLITICAL INTEGRITY,G.PI.RTI,Governance (PI): RTI performance,Primary,G.PI.RTI,3,1,example,"[Shanghai FOI Annual Report Index Page](According to the Chinese Freedom of Information Act (1) , an annual report on the FOI performance should be published before the end of January of the next year. The report should cover how well the agency or public-funded institution proactively disclose information, how well it responded to request and include other key performance issues.  In 2019, after the update of Freedom of Information Act, the State Council issued a new standard for publishing annual performance report (2) which details how information regarding with responding to requests should be reported and broken down into the type of requesters and the type of reasons to not releasing information or reasons to not be able to respond or reasons to not process request. The report should also cover the num of appealing cases and final result of appealing.   The Notice on Publication of Annual Freedom of Information Work Report requires that each agency, department or other type of government entities should be responsible for timely and high-quality data reporting and ensure data are verifiable.   The 2020 annual report published by all public entities is the latest but also the first version of annual report following the suggested guidance. Cities and provinces publish a index webpage listing all relevant report published by entities governed at the local level for instance Shanghai government's annual report index page is https://www.shanghai.gov.cn/nw48544/index.html  (1)《中华人民共和国政府信息公开条例》, Freedom of Information Act, http://www.gov.cn/zhengce/content/2019-04/15/content_5382991.htm (2)  国务院办公厅政府信息与政务公开办公室关于政府信息公开工作年度报告有关事项的通知, Notice on Publication of Annual Freedom of Information Work Report , http://www.gov.cn/zhengce/content/2019-11/26/content_5455818.htm)",,,,,G.PI.RTI,3.2,51423,0.065,0.0195,0.075,Open Data China,Eastern Asia,South and East Asia
CHN,China,Governance,POLITICAL INTEGRITY,G.PI.RTI,Governance (PI): RTI performance,Primary,G.PI.RTI.a,Existence,2,response,,,,1.0,0.95,G.PI.RTI,0.0,51424,0.065,0.0195,0.075,Open Data China,Eastern Asia,South and East Asia
CHN,China,Governance,POLITICAL INTEGRITY,G.PI.RTI,Governance (PI): RTI performance,Primary,G.PI.RTI.a.EXIST,"Are there laws, policies, or regulations requiring collection or publication of this information in any form?",4,response,They exist and are operational.,2,1.0,,,G.PI.RTI.a,0.0,51425,0.065,0.0195,0.075,Open Data China,Eastern Asia,South and East Asia
CHN,China,Governance,POLITICAL INTEGRITY,G.PI.RTI,Governance (PI): RTI performance,Primary,G.PI.RTI.a.EXIST,"1,2;Please provide brief details.",4,supporting,"According to the Chinese Freedom of Information Act (1) , an annual report on the FOI performance should be published before the end of January of the next year. The report should cover how well the agency or public-funded institution proactively disclose information, how well it responded to request and include other key performance issues.

In 2019, after the update of Freedom of Information Act, the State Council issued a new standard for publishing annual performance report (2) which details how information regarding with responding to requests should be reported and broken down into the type of requesters and the type of reasons to not releasing information or reasons to not be able to respond or reasons to not process request. The report should also cover the num of appealing cases and final result of appealing. 

(1)《中华人民共和国政府信息公开条例》, Freedom of Information Act, http://www.gov.cn/zhengce/content/2019-04/15/content_5382991.htm
(2)  国务院办公厅政府信息与政务公开办公室关于政府信息公开工作年度报告有关事项的通知, Notice on Publication of Annual Freedom of Information Work Report , http://www.gov.cn/zhengce/content/2019-11/26/content_5455818.htm",,,,,G.PI.RTI.a,2.0,51425,0.065,0.0195,0.075,Open Data China,Eastern Asia,South and East Asia
CHN,China,Governance,POLITICAL INTEGRITY,G.PI.RTI,Governance (PI): RTI performance,Primary,G.PI.RTI.a.DATARULES,"Do relevant laws, policies, regulations, or guidance discuss the publication of open data?",4,response,"Requirements to publish data are set out in binding policy, regulations, or law.",2,0.6666666666666666,,,G.PI.RTI.a,0.0,51426,0.065,0.0195,0.075,Open Data China,Eastern Asia,South and East Asia
CHN,China,Governance,POLITICAL INTEGRITY,G.PI.RTI,Governance (PI): RTI performance,Primary,G.PI.RTI.a.DATARULES,"1,2,3;Please provide a URL to the most relevant legislation, policy, or guidance.",4,supporting,"According to the Chinese Freedom of Information Act (1) , an annual report on the FOI performance should be published before the end of January of the next year. The report should cover how well the agency or public-funded institution proactively disclose information, how well it responded to request and include other key performance issues.",,,,,G.PI.RTI.a,2.0,51426,0.065,0.0195,0.075,Open Data China,Eastern Asia,South and East Asia
CHN,China,Governance,POLITICAL INTEGRITY,G.PI.RTI,Governance (PI): RTI performance,Primary,G.PI.RTI.e,Elements,2,response,,,,100.0,67.49999999999999,G.PI.RTI,0.0,51427,0.065,0.0195,0.075,Open Data China,Eastern Asia,South and East Asia
CHN,China,Governance,POLITICAL INTEGRITY,G.PI.RTI,Governance (PI): RTI performance,Primary,G.PI.RTI.e.e1,"Provisions for definitions, kinds, and fields:",3,response,,,,50.0,30.0,G.PI.RTI.e,0.0,51428,0.065,0.0195,0.075,Open Data China,Eastern Asia,South and East Asia
CHN,China,Governance,POLITICAL INTEGRITY,G.PI.RTI,Governance (PI): RTI performance,Primary,G.PI.RTI.e.e1.NREQ,The framework requires the collection and publication of data regarding the number of requests submitted and processed.,4,response,Yes,2,1.0,10.0,10.0,G.PI.RTI.e.e1,0.0,51429,0.065,0.0195,0.075,Open Data China,Eastern Asia,South and East Asia
